uri,tag_name
1227342425120739328,Citazione
1227342425120739328,Additiva
1227360536905551873,Disgusto
1227360536905551873,Sorpresa
1227360536905551873,Ironia
1227360536905551873,Contenuto
1227360536905551873,Citazione
1227360536905551873,Divergente
1227357963582607361,Sorpresa
1227357963582607361,Ironia
1227357963582607361,Contenitore
1227357963582607361,Divergente
1227336487252963331,Neutro
1227336487252963331,Ironia
1227336487252963331,Contenuto
1227336487252963331,Divergente
1227348764572225536,Gioia
1227348764572225536,Ironia
1227348764572225536,Contenuto
1227348764572225536,Divergente
1227363524575408129,Incomprensibile
1227352329118195712,Gioia
1227352329118195712,Ironia
1227352329118195712,Contenuto
1227352329118195712,Divergente
1227329994801786884,Disgusto
1227329994801786884,Ironia
1227329994801786884,Contenuto
1227329994801786884,Divergente
1227332206718156800,Fiducia
1227332206718156800,Contenitore
1227332206718156800,Additiva
1227333392221556738,Neutro
1227333392221556738,Ironia
1227333392221556738,Contenuto
1227333392221556738,Citazione
1227333392221556738,Divergente
1227365897565822976,Gioia
1227365897565822976,Sorpresa
1227365897565822976,Contenuto
1227365897565822976,Citazione
1227365897565822976,Divergente
1227348296752148480,Gioia
1227348296752148480,Sorpresa
1227348296752148480,Contenitore
1227348296752148480,Divergente
1227351257809145856,Amore
1227351257809145856,Ironia
1227351257809145856,Contenitore
1227351257809145856,Additiva
1227364462543482880,Disgusto
1227364462543482880,Contenuto
1227364462543482880,Additiva
1227347858346606594,Disgusto
1227347858346606594,Ironia
1227347858346606594,Contenuto
1227347858346606594,Divergente
1227356980077113346,Sorpresa
1227356980077113346,Ironia
1227356980077113346,Contenitore
1227356980077113346,Additiva
1227364113749356545,Neutro
1227364113749356545,Contenitore
1227364113749356545,Divergente
1227362334722621442,Gioia
1227362334722621442,Sorpresa
1227362334722621442,Ironia
1227362334722621442,Contenuto
1227362334722621442,Citazione
1227362334722621442,Divergente
1227331234071744512,Neutro
1227331234071744512,Ironia
1227331234071744512,Contenuto
1227331234071744512,Divergente
1227336436208238592,Sorpresa
1227336436208238592,Contenitore
1227336436208238592,Additiva
1227355554709942275,Disgusto
1227355554709942275,Ironia
1227355554709942275,Sarcasmo
1227355554709942275,Contenuto
1227355554709942275,Divergente
1227366363058053125,Neutro
1227366363058053125,Contenuto
1227366363058053125,Citazione
1227366363058053125,Parallela
1227334622356353024,Disgusto
1227334622356353024,Ironia
1227334622356353024,Sarcasmo
1227334622356353024,Contenitore
1227334622356353024,Divergente
1227342027467231232,Disgusto
1227342027467231232,Sorpresa
1227342027467231232,Ironia
1227342027467231232,Contenuto
1227342027467231232,Citazione
1227342027467231232,Divergente
1227365124979204098,Sorpresa
1227365124979204098,Contenuto
1227365124979204098,Citazione
1227365124979204098,Divergente
1227350243295088640,Fiducia
1227350243295088640,Contenitore
1227350243295088640,Divergente
1227357601295368195,Neutro
1227357601295368195,Ironia
1227357601295368195,Contenuto
1227357601295368195,Divergente
1227347588455829504,Disgusto
1227347588455829504,Ironia
1227347588455829504,Sarcasmo
1227347588455829504,Contenitore
1227347588455829504,Divergente
1227337281612193792,Sorpresa
1227337281612193792,Ironia
1227337281612193792,Contenitore
1227337281612193792,Divergente
1227346015444926466,Gioia
1227346015444926466,Ironia
1227346015444926466,Contenuto
1227346015444926466,Divergente
1227330766989930497,Sorpresa
1227330766989930497,Ironia
1227330766989930497,Contenuto
1227330766989930497,Divergente
1227345577253507073,Sorpresa
1227345577253507073,Ironia
1227345577253507073,Citazione
1227345577253507073,Parallela
1227367575778099200,Disgusto
1227367575778099200,Contenitore
1227367575778099200,Divergente
1227343331090423808,Anticipazione
1227343331090423808,Contenitore
1227343331090423808,Additiva
1227330592985026561,Gioia
1227330592985026561,Sorpresa
1227330592985026561,Contenuto
1227330592985026561,Divergente
1227341356923867137,Anticipazione
1227341356923867137,Ironia
1227341356923867137,Contenitore
1227341356923867137,Divergente
1227344282434052102,Fiducia
1227344282434052102,Ironia
1227344282434052102,Contenuto
1227344282434052102,Divergente
1227302387335016451,Anticipazione
1227302387335016451,Contenitore
1227302387335016451,Additiva
1227330602678050825,Fiducia
1227330602678050825,Contenitore
1227330602678050825,Additiva
1227335274881048576,Neutro
1227335274881048576,Ironia
1227335274881048576,Additiva
1227363114120810500,Disgusto
1227363114120810500,Ironia
1227363114120810500,Sarcasmo
1227363114120810500,Contenuto
1227363114120810500,Divergente
1227354565667950596,Disgusto
1227354565667950596,Contenitore
1227354565667950596,Divergente
1227367028325003266,Fiducia
1227367028325003266,Contenuto
1227367028325003266,Divergente
1227354585892818946,Gioia
1227354585892818946,Sorpresa
1227354585892818946,Ironia
1227354585892818946,Contenuto
1227354585892818946,Divergente
1227336786042662918,Neutro
1227336786042662918,Contenuto
1227336786042662918,Citazione
1227336786042662918,Parallela
1227368610538151938,Gioia
1227368610538151938,Sorpresa
1227368610538151938,Contenuto
1227368610538151938,Divergente
1227339510033321984,Disgusto
1227339510033321984,Sarcasmo
1227339510033321984,Contenitore
1227339510033321984,Additiva
1227362970159718404,Neutro
1227362970159718404,Ironia
1227362970159718404,Contenuto
1227362970159718404,Citazione
1227362970159718404,Divergente
1227336702466969603,Neutro
1227336702466969603,Ironia
1227336702466969603,Contenuto
1227336702466969603,Divergente
1227342055569010688,Disgusto
1227342055569010688,Sorpresa
1227342055569010688,Contenitore
1227342055569010688,Additiva
1227354120824205312,Neutro
1227354120824205312,Contenuto
1227354120824205312,Additiva
1227366870505918464,Disgusto
1227366870505918464,Contenuto
1227366870505918464,Divergente
1227354277254963200,Disgusto
1227354277254963200,Ironia
1227354277254963200,Contenuto
1227354277254963200,Divergente
1227342369621708800,Gioia
1227342369621708800,Sorpresa
1227342369621708800,Ironia
1227342369621708800,Contenuto
1227342369621708800,Citazione
1227342369621708800,Divergente
1227354366874718214,Gioia
1227354366874718214,Sorpresa
1227354366874718214,Contenuto
1227354366874718214,Divergente
1227352902769008641,Disgusto
1227352902769008641,Ironia
1227352902769008641,Sarcasmo
1227352902769008641,Contenitore
1227352902769008641,Divergente
1227363482124857344,Sorpresa
1227363482124857344,Contenuto
1227363482124857344,Divergente
1227331293949632513,Sorpresa
1227331293949632513,Contenuto
1227331293949632513,Citazione
1227331293949632513,Divergente
1227334188577280001,Gioia
1227334188577280001,Sorpresa
1227334188577280001,Contenitore
1227354903347126273,Neutro
1227354903347126273,Ironia
1227354903347126273,Contenuto
1227354903347126273,Divergente
1227364723986960384,Gioia
1227364723986960384,Sorpresa
1227364723986960384,Contenuto
1227364723986960384,Divergente
1227353061032636417,Rabbia
1227353061032636417,Ironia
1227353061032636417,Divergente
1227367171417935879,Fiducia
1227367171417935879,Contenitore
1227367171417935879,Divergente
1227359454196326400,Disgusto
1227359454196326400,Ironia
1227359454196326400,Contenuto
1227359454196326400,Divergente
1227354763311960068,Disgusto
1227354763311960068,Ironia
1227354763311960068,Sarcasmo
1227354763311960068,Contenuto
1227354763311960068,Divergente
1227333303906242560,Gioia
1227333303906242560,Sorpresa
1227333303906242560,Ironia
1227333303906242560,Contenuto
1227333303906242560,Divergente
1227336004081782786,Sorpresa
1227336004081782786,Ironia
1227336004081782786,Contenuto
1227336004081782786,Divergente
1227354592905777152,Gioia
1227354592905777152,Sorpresa
1227354592905777152,Ironia
1227354592905777152,Contenuto
1227354592905777152,Divergente
1227339431717351430,Gioia
1227339431717351430,Ironia
1227339431717351430,Contenitore
1227339431717351430,Divergente
1227357306486239237,Sorpresa
1227357306486239237,Ironia
1227357306486239237,Contenitore
1227357306486239237,Divergente
1227394282690138113,Disgusto
1227394282690138113,Contenitore
1227394282690138113,Parallela
1227339462608326656,Gioia
1227339462608326656,Sorpresa
1227339462608326656,Ironia
1227339462608326656,Contenuto
1227339462608326656,Divergente
1227337911969906689,Neutro
1227337911969906689,Ironia
1227334349173010432,Gioia
1227334349173010432,Sorpresa
1227334349173010432,Ironia
1227334349173010432,Contenuto
1227334349173010432,Citazione
1227334349173010432,Additiva
1227292128109182976,Anticipazione
1227292128109182976,Ironia
1227292128109182976,Contenitore
1227292128109182976,Divergente
1227352897379356672,Disgusto
1227352897379356672,Sorpresa
1227352897379356672,Contenuto
1227352897379356672,Divergente
1227360107719221254,Amore
1227360107719221254,Contenitore
1227360107719221254,Divergente
1227336635798425600,Anticipazione
1227336635798425600,Contenitore
1227336635798425600,Divergente
1227337767383945216,Sorpresa
1227337767383945216,Contenuto
1227337767383945216,Citazione
1227337767383945216,Divergente
1227366658391576576,Disgusto
1227366658391576576,Ironia
1227366658391576576,Contenuto
1227366658391576576,Divergente
1227344573971734528,Gioia
1227344573971734528,Ironia
1227344573971734528,Contenuto
1227344573971734528,Citazione
1227344573971734528,Divergente
1227353730078695424,Sorpresa
1227353730078695424,Ironia
1227353730078695424,Contenitore
1227353730078695424,Divergente
1227353966368960515,Gioia
1227353966368960515,Ironia
1227353966368960515,Contenuto
1227353966368960515,Citazione
1227353966368960515,Divergente
2241620955583683261,Anticipazione
2241620955583683261,Contenitore
2241620955583683261,Additiva
2241622395186074701,Anticipazione
2241622395186074701,Contenitore
2241622395186074701,Additiva
2241629560482002183,Anticipazione
2241629560482002183,Contenitore
2241629560482002183,Divergente
2241651026100887853,Anticipazione
2241651026100887853,Contenitore
2241651026100887853,Additiva
2241652853282351970,Neutro
2241652853282351970,Contenitore
2241652853282351970,Additiva
2241653737307453316,Neutro
2241653737307453316,Contenitore
2241653737307453316,Additiva
2241656490809189629,Anticipazione
2241656490809189629,Ironia
2241656490809189629,Contenitore
2241656490809189629,Additiva
2241665917280984511,Anticipazione
2241665917280984511,Ironia
2241665917280984511,Contenitore
2241665917280984511,Additiva
2241674187299290163,Anticipazione
2241674187299290163,Contenitore
2241674187299290163,Additiva
2241681088984703440,Anticipazione
2241681088984703440,Contenitore
2241681088984703440,Additiva
2241684964538221792,Anticipazione
2241684964538221792,Contenitore
2241684964538221792,Citazione
2241684964538221792,Divergente
2241686532411055229,Neutro
2241686532411055229,Contenitore
2241686532411055229,Additiva
2241687780216439110,Neutro
2241687780216439110,Contenitore
2241687780216439110,Parallela
2241689322059340935,Neutro
2241689322059340935,Contenitore
2241689322059340935,Additiva
2241690631261023918,Neutro
2241690631261023918,Contenitore
2241690631261023918,Divergente
2241691099326756397,Incomprensibile
2241692248886662130,Neutro
2241692248886662130,Contenitore
2241692248886662130,Additiva
2241692921418181800,Anticipazione
2241692921418181800,Contenitore
2241692921418181800,Additiva
2241694156707834855,Fiducia
2241694156707834855,Contenitore
2241694156707834855,Divergente
2241694632132181973,Fiducia
2241694632132181973,Contenitore
2241694632132181973,Additiva
2241696611282095897,Anticipazione
2241696611282095897,Ironia
2241696611282095897,Contenitore
2241696611282095897,Parallela
2241697229354109377,Anticipazione
2241697229354109377,Contenitore
2241697229354109377,Additiva
2241698813458838562,Anticipazione
2241698813458838562,Contenitore
2241698813458838562,Additiva
2241701869638623994,Amore
2241701869638623994,Ironia
2241701869638623994,Contenitore
2241701869638623994,Divergente
2241704252967826948,Gioia
2241704252967826948,Contenitore
2241704252967826948,Additiva
2241705068483269272,Neutro
2241705068483269272,Contenitore
2241705068483269272,Additiva
2241705765836485926,Neutro
2241705765836485926,Contenitore
2241705765836485926,Additiva
2241706390729706163,Anticipazione
2241706390729706163,Divergente
2241708190228137675,Anticipazione
2241708190228137675,Contenitore
2241708190228137675,Citazione
2241708190228137675,Divergente
2241709267593900380,Anticipazione
2241709267593900380,Contenitore
2241709267593900380,Parallela
2241709299175473572,Neutro
2241709299175473572,Contenitore
2241709299175473572,Additiva
2241712215661137650,Anticipazione
2241712215661137650,Contenitore
2241712215661137650,Additiva
2241712332832443359,Anticipazione
2241712332832443359,Contenitore
2241712332832443359,Additiva
2241713044438875858,Anticipazione
2241713044438875858,Contenitore
2241713044438875858,Additiva
2241713469530638597,Anticipazione
2241713469530638597,Contenitore
2241713469530638597,Additiva
2241713559524538592,Anticipazione
2241713559524538592,Contenitore
2241713559524538592,Parallela
2241713787115113813,Anticipazione
2241713787115113813,Contenitore
2241713787115113813,Additiva
2241713953529440479,Gioia
2241713953529440479,Contenitore
2241713953529440479,Additiva
2241714051758134380,Anticipazione
2241714051758134380,Contenitore
2241714051758134380,Additiva
2241714184451204024,Anticipazione
2241714184451204024,Contenitore
2241714184451204024,Parallela
2241715016684389256,Gioia
2241715016684389256,Contenitore
2241715016684389256,Additiva
2241715170565075722,Anticipazione
2241715170565075722,Ironia
2241715170565075722,Contenitore
2241715170565075722,Divergente
2241715239670369016,Gioia
2241715239670369016,Contenitore
2241715239670369016,Additiva
2241716918398573259,Disgusto
2241716918398573259,Ironia
2241716918398573259,Sarcasmo
2241716918398573259,Contenitore
2241716918398573259,Additiva
2241717137609726115,Anticipazione
2241717137609726115,Contenitore
2241717137609726115,Additiva
2241718761056910742,Anticipazione
2241718761056910742,Contenitore
2241718761056910742,Additiva
2241721877022534903,Anticipazione
2241721877022534903,Contenitore
2241721877022534903,Additiva
2241723101564511465,Anticipazione
2241723101564511465,Contenitore
2241723101564511465,Additiva
2241723605243192864,Anticipazione
2241723605243192864,Contenitore
2241723605243192864,Additiva
2241723982636547705,Gioia
2241723982636547705,Contenitore
2241723982636547705,Parallela
2241724135906525295,Disgusto
2241724135906525295,Sorpresa
2241724135906525295,Contenuto
2241724135906525295,Additiva
2241724211050173380,Gioia
2241724211050173380,Anticipazione
2241724211050173380,Contenitore
2241724211050173380,Additiva
2241724543104433010,Gioia
2241724543104433010,Contenitore
2241724543104433010,Additiva
2241725281110955838,Anticipazione
2241725281110955838,Contenitore
2241725281110955838,Additiva
2241725528189454179,Gioia
2241725528189454179,Contenitore
2241725528189454179,Additiva
2241726986775042584,Sorpresa
2241726986775042584,Ironia
2241726986775042584,Contenitore
2241726986775042584,Divergente
2241727518805478863,Amore
2241727518805478863,Gioia
2241727518805478863,Contenitore
2241727518805478863,Additiva
2241728010460662586,Fiducia
2241728010460662586,Ironia
2241728010460662586,Contenuto
2241728010460662586,Additiva
2241728273746781609,Neutro
2241728273746781609,Ironia
2241728273746781609,Contenuto
2241728273746781609,Additiva
2241728432283289753,Disgusto
2241728432283289753,Additiva
2241728741882093687,Gioia
2241728741882093687,Ironia
2241728741882093687,Contenitore
2241728741882093687,Additiva
2241728821689113388,Fiducia
2241728821689113388,Contenitore
2241728821689113388,Additiva
2241730600878900315,Neutro
2241730600878900315,Contenitore
2241730600878900315,Additiva
2241731179913003602,Fiducia
2241731179913003602,Contenuto
2241731179913003602,Parallela
2241732142052480394,Fiducia
2241732142052480394,Contenitore
2241732142052480394,Additiva
2241732550762485980,Gioia
2241732550762485980,Sorpresa
2241732550762485980,Ironia
2241732550762485980,Contenuto
2241732550762485980,Additiva
2241733425710476006,Gioia
2241733425710476006,Contenitore
2241733425710476006,Parallela
2241733842507551357,Incomprensibile
2241734049362418326,Incomprensibile
2241735820130309305,Fiducia
2241735820130309305,Contenitore
2241735820130309305,Additiva
2241736016633329050,Sorpresa
2241736016633329050,Contenitore
2241736016633329050,Additiva
2241736612719531475,Anticipazione
2241736612719531475,Contenitore
2241736612719531475,Additiva
2241737081869282573,Neutro
2241737081869282573,Contenitore
2241737081869282573,Additiva
2241737736933991932,Anticipazione
2241737736933991932,Contenitore
2241737736933991932,Additiva
2241737881756421335,Gioia
2241737881756421335,Contenitore
2241737881756421335,Additiva
2241738803077185725,Gioia
2241738803077185725,Ironia
2241738803077185725,Contenuto
2241738803077185725,Divergente
2241739326677633804,Anticipazione
2241739326677633804,Contenitore
2241739326677633804,Additiva
2241739841352073839,Neutro
2241739841352073839,Contenitore
2241739841352073839,Additiva
2241740095015163638,Fiducia
2241740095015163638,Contenitore
2241740095015163638,Additiva
2241740800268715425,Incomprensibile
2241741815636130764,Fiducia
2241741815636130764,Contenitore
2241741815636130764,Additiva
2241741852613219322,Fiducia
2241741852613219322,Contenitore
2241741852613219322,Additiva
2241744030754938598,Incomprensibile
2241745482154033468,Incomprensibile
2241747570976168898,Gioia
2241749086076400485,Gioia
2241749086076400485,Contenitore
2241749086076400485,Divergente
2241750097557944734,Fiducia
2241750097557944734,Contenuto
2241750097557944734,Additiva
2241752322384463383,Gioia
2241752322384463383,Ironia
2241752322384463383,Contenitore
2241752322384463383,Additiva
2241752445134887637,Disgusto
2241752445134887637,Contenuto
2241752445134887637,Additiva
2241753300957534732,Neutro
2241753300957534732,Contenitore
2241753300957534732,Additiva
2241753567958409013,Gioia
2241753567958409013,Contenitore
2241753567958409013,Additiva
2241754048758295023,Disgusto
2241754048758295023,Ironia
2241754048758295023,Sarcasmo
2241754048758295023,Contenitore
2241754048758295023,Divergente
2241754541037047091,Disgusto
2241754541037047091,Ironia
2241754541037047091,Sarcasmo
2241754541037047091,Contenuto
2241754541037047091,Citazione
2241754541037047091,Additiva
2241754637967974442,Fiducia
2241754637967974442,Contenitore
2241754637967974442,Additiva
2241755417143198468,Neutro
2241755417143198468,Contenitore
2241755417143198468,Additiva
2241756179701287645,Amore
2241756179701287645,Contenitore
2241756179701287645,Additiva
2241756649673625905,Neutro
2241756649673625905,Contenuto
2241756649673625905,Citazione
2241756649673625905,Additiva
2241757646758166927,Gioia
2241757646758166927,Ironia
2241757646758166927,Divergente
2241759044947760879,Amore
2241759044947760879,Contenitore
2241759044947760879,Additiva
2241759789996929685,Incomprensibile
2241760293684293106,Neutro
2241760293684293106,Contenitore
2241760293684293106,Additiva
2241760489642328415,Neutro
2241760489642328415,Contenitore
2241760489642328415,Additiva
2241761844293487230,Disgusto
2241761844293487230,Contenuto
2241761844293487230,Additiva
2241769235278127371,Amore
2241769235278127371,Contenitore
2241769235278127371,Additiva
2241770133537674950,Neutro
2241770133537674950,Contenitore
2241770133537674950,Parallela
2241770918988834787,Gioia
2241770918988834787,Contenitore
2241770918988834787,Additiva
2241771266142989247,Neutro
2241771266142989247,Contenitore
2241771266142989247,Additiva
2241772451721742044,Gioia
2241772560605882766,Neutro
2241772560605882766,Contenitore
2241772560605882766,Parallela
2241772583657720894,Gioia
2241772583657720894,Contenuto
2241772583657720894,Citazione
2241772583657720894,Additiva
2241773809770344967,Gioia
2241773809770344967,Contenitore
2241773809770344967,Additiva
2241775055671579778,Incomprensibile
2241778130532603456,Neutro
2241778130532603456,Contenitore
2241778130532603456,Parallela
2241779487188458215,Gioia
2241779487188458215,Contenitore
2241779487188458215,Additiva
2241781233109440976,Gioia
2241781233109440976,Sorpresa
2241781233109440976,Contenuto
2241781233109440976,Citazione
2241781233109440976,Parallela
2241781403079653912,Fiducia
2241781403079653912,Contenitore
2241781403079653912,Additiva
2241782174705645220,Disgusto
2241782174705645220,Ironia
2241782174705645220,Contenuto
2241782174705645220,Citazione
2241782174705645220,Additiva
2241782626222309286,Gioia
2241782626222309286,Contenuto
2241782626222309286,Parallela
2241784331609755070,Sorpresa
2241784331609755070,Ironia
2241784331609755070,Contenuto
2241784331609755070,Parallela
2241785633940240163,Fiducia
2241785633940240163,Contenitore
2241785633940240163,Additiva
2241785682067166882,Gioia
2241785682067166882,Contenitore
2241785682067166882,Additiva
2241787097157713062,Disgusto
2241787097157713062,Sorpresa
2241787097157713062,Ironia
2241787097157713062,Contenuto
2241787097157713062,Citazione
2241787097157713062,Additiva
2241787820683392129,Gioia
2241787820683392129,Ironia
2241787820683392129,Contenuto
2241787820683392129,Additiva
2241788593525915372,Fiducia
2241788593525915372,Ironia
2241788593525915372,Contenuto
2241788593525915372,Divergente
2241790834523910373,Incomprensibile
2241792792997781524,Gioia
2241792792997781524,Contenitore
2241792792997781524,Parallela
2241794031951196965,Anticipazione
2241794031951196965,Contenitore
2241794031951196965,Additiva
2241794156272006137,Neutro
2241794156272006137,Contenitore
2241794156272006137,Additiva
2241795248258925031,Anticipazione
2241795248258925031,Contenitore
2241795248258925031,Additiva
2241796306859900872,Tristezza
2241796306859900872,Contenitore
2241796306859900872,Additiva
2241796422856876424,Amore
2241796422856876424,Contenitore
2241796422856876424,Additiva
2241796521506928871,Neutro
2241796521506928871,Contenuto
2241796521506928871,Additiva
2241803554826506860,Neutro
2241803554826506860,Contenitore
2241803554826506860,Divergente
2241806143400260688,Fiducia
2241806143400260688,Contenitore
2241806143400260688,Parallela
2241808537626449430,Neutro
2241808537626449430,Contenitore
2241808537626449430,Parallela
2241811916974860362,Amore
2241811916974860362,Contenitore
2241811916974860362,Parallela
2241814084618097869,Gioia
2241814084618097869,Contenuto
2241814084618097869,Additiva
2241815100184983016,Gioia
2241815100184983016,Contenitore
2241815100184983016,Divergente
2241816450398514644,Gioia
2241816450398514644,Contenitore
2241816450398514644,Parallela
2241823976078945434,Gioia
2241823976078945434,Contenitore
2241823976078945434,Additiva
2241869330076132014,Incomprensibile
2241882546372256264,Amore
2241882546372256264,Contenitore
2241882546372256264,Additiva
17908462630408145,Fiducia
17908462630408145,Contenitore
17908462630408145,Additiva
18022778074257307,Neutro
18022778074257307,Additiva
18129373714036672,Anticipazione
18129373714036672,Contenitore
18129373714036672,Additiva
17872068199564994,Fiducia
17872068199564994,Contenitore
17872068199564994,Parallela
17854074763801367,Fiducia
17854074763801367,Contenuto
17854074763801367,Additiva
17930173360359078,Fiducia
17930173360359078,Contenitore
17930173360359078,Parallela
17937083374339354,Neutro
17937083374339354,Contenitore
18092808340136261,Incomprensibile
17915473639380271,Fiducia
17915473639380271,Contenitore
17915473639380271,Parallela
17843469058980990,Fiducia
17843469058980990,Contenitore
17843469058980990,Additiva
17873093482575221,Fiducia
17873093482575221,Contenitore
17873093482575221,Parallela
18129930736043435,Incomprensibile
17854698277787001,Gioia
17854698277787001,Sorpresa
17854698277787001,Contenitore
17854698277787001,Additiva
17845053595963580,Fiducia
17845053595963580,Contenuto
17845053595963580,Additiva
18040746394242624,Gioia
18040746394242624,Sorpresa
18040746394242624,Contenuto
18040746394242624,Parallela
17845910176947132,Sorpresa
17845910176947132,Contenitore
17845910176947132,Additiva
18008673808279193,Incomprensibile
17865252103640947,Fiducia
17865252103640947,Contenitore
17865252103640947,Additiva
18126967987055183,Fiducia
18126967987055183,Contenitore
18126967987055183,Parallela
17871247639593826,Disgusto
17871247639593826,Offensivita
17871247639593826,Divergente
18105691462105936,Neutro
18105691462105936,Contenitore
18105691462105936,Parallela
18008745862274796,Incomprensibile
17853304927835752,Amore
17853304927835752,Contenitore
17853304927835752,Additiva
17848692646882126,Neutro
17911123486397558,Fiducia
17911123486397558,Contenitore
17911123486397558,Parallela
17926105555366513,Disgusto
17926105555366513,Contenuto
17926105555366513,Additiva
17959609690307499,Gioia
17959609690307499,Contenuto
17959609690307499,Citazione
17959609690307499,Additiva
18023829742248246,Fiducia
18023829742248246,Contenuto
18023829742248246,Parallela
18129152938007012,Incomprensibile
18093179284095615,Disgusto
18093179284095615,Contenitore
18093179284095615,Divergente
18091135276134906,Disgusto
18091135276134906,Contenitore
18091135276134906,Divergente
17862173572681397,Fiducia
17862173572681397,Parallela
17867432923620619,Incomprensibile
18092563081080928,Fiducia
18092563081080928,Contenitore
18092563081080928,Parallela
18131977378019911,Disgusto
18131977378019911,Contenuto
18131977378019911,Divergente
17845037071944025,Fiducia
17845037071944025,Contenitore
17845037071944025,Parallela
18106192975103593,Anticipazione
18106192975103593,Contenitore
18106192975103593,Parallela
17875485550529758,Gioia
17875485550529758,Contenitore
17875485550529758,Parallela
18128394505056974,Fiducia
18128394505056974,Contenitore
18128394505056974,Additiva
17934836671338497,Incomprensibile
17860392709728224,Gioia
17860392709728224,Contenitore
17860392709728224,Parallela
17882677120505701,Fiducia
17882677120505701,Contenitore
17882677120505701,Additiva
17855900713786895,Disgusto
17855900713786895,Contenitore
17855900713786895,Additiva
17855702443767507,Fiducia
17855702443767507,Contenitore
17855702443767507,Additiva
18128923303060859,Gioia
18128923303060859,Contenitore
18128923303060859,Parallela
17865230020652551,Amore
17865230020652551,Contenuto
17865230020652551,Additiva
17853324505829221,Fiducia
17853324505829221,Contenitore
17853324505829221,Parallela
18129032746044425,Amore
18129032746044425,Contenitore
